artist,dateposted,loved_count,mediaid,posted_count,sitename,time,title,tag
Lolawolf,1436556536,6,2c8vn,1,KCRW Music Blog,157,House Key,electonric
Sweatson KlanK,1436555273,6,2c8v9,1,XLR8R,243,Nightcap,electonric
AIR BAG ONE,1436556492,63,2btxn,5,The Burning Ear,228,¥ You've Got Somethin' ¥,electonric
Oscar,1436558184,70,2bnzw,9,Write.Click.Cook.Listen ,194,Stay,electonric
Marcus Worgull & Peter Pardeike,1436551344,8,2c8tc,1,ERRANT,393,Trivia,electonric
Avicii,1436550261,41,2c8sq,1,Dancing Astronaut,220,Waiting For Love (Tundran Remix),electonric
OG Maco,1436554211,9,2c8tw,1,stereogum,164,03 NO MO,electonric
Avicii,1436550265,132,2c8sr,1,Dancing Astronaut,274,Waiting For Love (Marshmello Remix),electonric
Avicii,1436550276,88,2c8sv,1,Dancing Astronaut,293,Waiting For Love (Carnage & Headhunterz Remix),electonric
Paul Chin,1436561863,40,2bt2j,2,The Ripe,297,Deep Jupiter (Shigeto Remix),electonric
Adam Snow,1436565843,12,2c8yk,1,Hearing Gold,126,"Goodbye, Old Friend",electonric
Swedish House Mafia,1436562444,26,2c8xg,1,Cause=Time,219,One (Garmiani Remix),electonric
Zedd,1436562501,83,2c8xp,1,Cause=Time,242,Beautiful Now (Social Status Remix),electonric
Favored Nations,1436562473,2064,2by5n,7,Inyourspeakers Media,211,Always,electonric
Gorillaz,1436562433,38,2c8xf,1,Cause=Time,267,Feel Good Inc (Joe Maz & Adam Foster Remix),electonric
Golden,1436556561,39,2c34f,4,The Smoking Section,224,Workin' On Myself,electonric
HOLYCHILD,1436563687,1067,2c8sg,2,Dancing Astronaut,191,Money All Around (RAC Mix),electonric
Pampa Records,1436559257,6,2bp61,2,Resident Advisor,90,Pampa024B DJ Koze Knee On Belly Snippet,electonric
Suicide,1436558202,30,12ma2,2,27 Leggies,131,Johnny,electonric
Hardfloor,1436555242,18,12y40,4,Getintothis,543,Acperience 1,electonric
Yung,1436544017,17,2c86s,10,Niche Music,274,Burning Bodies,electonric
Years and Years,1436542934,9198,2b8xm,31,EUPHORIA. Magazine,254,Shine,electonric
Not Waving,1436541679,1,2c8pd,1,A Feast of Beast,424,Voices I (excerpts),electonric
Yung,1436544013,56,2baaj,15,Niche Music,178,Blanket,electonric
Rye Rye,1436537775,388,2c5bm,10,The Monitors,260,Keep Up,electonric
Tolerance,1436533629,5,18p27,2,Avant-Avant,123,Sacrifice,electonric
CELESTIAL TRAX,1436537787,3,2c8na,1,The Monitors,274,Piece By Piece (RINSE065),electonric
Code Elektro,1436534914,2,2c8m1,1,Vehlinggo,238,DigiTron,electonric
Code Elektro,1436534919,4,2c8m2,1,Vehlinggo,347,Binary Prophecy,electonric
Avicii,1436550258,37,2c8sp,1,Dancing Astronaut,202,Waiting For Love (Prinston & Astrid S Acoustic Version),electonric
Avicii,1436550272,142,2c8st,1,Dancing Astronaut,316,Waiting For Love (Sam Feldt Remix),electonric
Koven,1436545782,10,2c8qx,1,Free Breaks Blog,269,From The Start,electonric
Mophono,1436550242,5,2c8sj,1,XLR8R,174,VL MONO,electonric
Absolute Body Control,1436545765,45,12jnb,5,Audio Drums,237,Figures,electonric
Parallels,1436546693,6,2c8r9,1,Silent Shout,220,The Kids Will Save Detroit,electonric
Pan-Pot,1436550145,4,2c8ph,2,Dancing Astronaut,387,808 Nirvana,electonric
Anja Schneider,1436547421,4,2c8rm,1,TRNDMUSIK,392,Circle Culture (Konstantin Sibold & Leif Müller Remix),electonric
Skylar Spence,1436544915,1396,2bwjt,28,surviving the golden age,246,Can't You See,electonric
Youceff Kabal,1436550201,20,2bp9c,2,Abduction Radiation,233,Ride For Tide,electonric
Clap! Clap!,1436537771,17,2c5sq,3,The Monitors,181,Camo (Black Acre),electonric
ISAAC TICHAUER,1436507825,18,2c8fh,1,ERRANT,477,Yesterday,electonric
Ben Khan,1436505672,2426,2a2g2,54,Twee Huizen Verder,175,1000,electonric
Synkro,1436499742,30,2c6rr,6,Northern Transmissions,356,Changes,electonric
Kompakt,1436504827,26,2bhcm,5,Northern Transmissions,291,The Orb Moonbuilding 2703 AD (Meltdown Edit),electonric
Robert Robert,1436493613,7,2c8e8,1,El Tino,227,Lonely Road feat. ZéFIRE,electonric
emancipator,1436491140,20,2c8e3,1,newdust,329,Valhalla (NKLA Remix),electonric
Emancipator,1436491003,82,1tb9t,2,newdust,307,Valhalla,electonric
Nadastrom,1436486834,7,2c8dm,1,Minted,203,06 Raphael's Word,electonric
emancipator,1436491053,8,2c8e2,1,newdust,195,Eve II,electonric
Matrixxman,1436534902,4,2c8ky,1,Groove Magazine,303,Switchblade,electonric
Elektro Guzzi,1436534898,4,2c8kx,1,Groove Magazine,512,Atlas (KiNK Mix),electonric
