mediaid,tags
vdqj,"[u'female vocalist', u'indie', u'indie rock', u'british', u'pop', u'brit rock', u'best of 2009', u'retro', u'soul', u'alternative']"
sq55,"[u'hip hop', u'american', u'rap', u'pop', u'urban']"
pg78,"[u're-re-re-re-re-mixed songs', u'lollapalooza 2009', u'remix', u'electronic']"
b6t2,"[u'electronic', u'post-rock', u'indie', u'krautrock', u'indie rock']"
spj8,[]
sphq,"[u'indie', u'french', u'indie pop', u'electronic', u'rock']"
t5hf,"[u'indie', u'alternative', u'female vocalist', u'british', u'beautiful', u'epic', u'indie pop', u'rock', u'maurice', u'pop']"
hptp,[]
srm4,[]
sqjv,"[u'chillout', u'downtempo', u'electronic', u'electronica', u'ambient', u'chilled', u'trip hop', u'1999', u'good stuff', u'triphop']"
ptrz,[]
rp9h,[]
sq3a,[]
sqdg,"[u'alternative', u'alternative rock', u'grunge', u'rock', u'90s']"
sr4e,"[u'mashup', u'chanting', u'revolutionary', u'rebel', u'party', u'freedom', u'irish', u'personal', u'the genre', u'drinking']"
sps5,"[u'indie', u'dreampop', u'sxsw 2007', u'violin', u'cool', u'sxsw2007', u'sxsw discovery']"
sqnx,"[u'indie rock', u'female vocalist', u'2009', u'indie', u'rock', u'for keeps']"
qp9f,"[u'indie', u'beautiful', u'indie rock', u'best of 2009', u'summer', u'folk', u'alternative', u'heart shivers', u'2009', u'dreamy']"
sqqv,[]
je9g,[u'remixxx']
sg2z,"[u'alternative', u'electronic']"
spgz,"[u'transmusicales', u'electronica']"
eq50,"[u'hip hop', u'rap', u'underground', u'garage-hop']"
spja,"[u'electronic', u'ambient', u'trance', u'house', u'dance', u'netlabel']"
sr4g,"[u'mashup', u'angus house party', u'rebel', u'climbing', u'personal', u'electronic', u'hip hop', u'drinking', u'the genre', u'mashups']"
be6z,"[u'cover', u'best cover version', u'mellow', u'favourite cover', u'me', u'coverongs', u'indie rock']"
s8px,"[u'electronic', u'new rave', u'british', u'electroclash', u'electronica', u'electropop']"
n5pa,"[u'dance', u'electropop', u'indie', u'new rave', u'electronic', u'male vocal', u'fucking brilliant', u'upbeat', u'male vocalists', u'pop']"
smrx,"[u'electronic', u'electropop', u'experimental', u'dance', u'pop']"
