mediaid,tags
2ca75,"dreampop,lo-fi,indie,chillwave,glo-fi"
2ca8d,"indie,beach,rock,surfrock,pop,indierock,summer,lo-fi,surfpop,-"
2ca8z,"indie,indierock,american,hard-pop,losangeles,powerpop"
2caag,"garagerock,post-punk,indie,femalevocalist,tokyopoliceclub,ska,ekb"
2caaq,"indie,indierock,indiepop,surfrock,pop"
2caey,"chillout,house,electronic"
2cagm,"lo-fi,indie,post-punk,experimental,80s-influenced"
2cakr,"soul,canadian,indie,pop,rhythmandblues,indiesoul"
2capy,
2carm,
2cb05,"electronic,indie,indiepop,pop"
2cb23,"indie,indietronica,downtempo,lo-fi,deephouse,try,-"
2cb78,
2cb89,"pop,femalevocalist,disney,singer-songwriter,youtube"
2cbga,"house,chillwave,electronic,electronica,synthpop,deephouse"
2cbmq,"synthpop,electronic,electropop,indie,femalevocalist"
2cbrq,"electronic,australian,electro,dance,funk"
2cbsb,"electronic,electropop,swedish,synthpop,pop,femalevocalist,dance,electro"
2cbsf,
2cc12,"chillwave,dofflin,synthpop,electronica,chillout"
2cc5g,"dubstep,electronic,wonky,grime,aquacrunk"
2cc6v,"indiepop,indie,pop"
2cc8v,"electronic,pop,electrohouse,house,american,selfie,instagram,unitedstates,alternativedance"
2cca1,"soul,electronic,chill,r&b"
2ccaj,
2ccaw,
2ccdn,
2ccj0,
2cd4e,"hiphop,rap,undergroundhiphop,chicago"
2cd53,"pop,soul,british,neosoul"
2cdd0,
2cdfq,"indie,mathrock,indierock,british,electronic"
2cdfr,"rationale,sodwee"
2cdjt,
2cdpk,"electronic,indie,british,electropop,electronica"
2cdrg,
2cdvb,"soul,electronic,british,alternative"
2cdxw,"soul,pop,electronic,downtempo,r&b,chill-step"
2cdyv,"electronic,reggae,dub,electro"
2ce0p,"mashup,electronic"
2ce4k,"lo-fi,psychedelic,indie,bedroompop,noise,folk,singer-songwriter"
2ce4z,"hiphop,soul,dirtysouth,rap,rhythmandblues,r&b,pop"
2ceh0,"dreampop,indiepop,indie,femalevocalist,portland"
2cen2,
2cerg,"soul,folk,british,femalevocalist,indiefolk"
2cet9,
2cey6,
2cfbr,
2cfg8,
2cfm9,"dubstep,electronic,femalevocalist,breakbeat,brostep"
2cfw3,"house,electronic,deephouse,chillout,dance"
2cfy5,
2cgcj,
2cgcp,
2cgdr,"hiphop,rap,rhythmandblues,canadian"
2cgm0,
2cgp1,
2cgpk,
2cgqv,
2cgs0,"deephouse,discohouse,electronic,house,disco"
2cgwy,
2cgyd,
2cgye,
2cgyf,
2ch75,
2ch9v,
2che5,
2chfd,
2chn4,
2chw6,
2chxr,
2cj1e,
2cjaz,
2cjb0,
2cje5,
2cjj6,
2cjjk,
2cjkk,
2ckaj,
2cp2j,
2cprk,
2cq6q,
2ywv,"indie,indierock,alternative,indiepop,happy,rock,catchy,pop,dreamy,alternativerock"
30xf,"alt-country,folk,americana,california,indie,country,altcountry,mellow,woodyguthrie,wilco"
34d8,"indie,folk,singer-songwriter,beautiful,sufjanstevens,mellow,chicago,indiepop,indiefolk,alternative"
3m88,"indie,indiepop,swedish,pop,alternative,happy,whistling,indierock,summer,chillout"
45qw,"britpop,rock,90s,british,oasis,alternative,indie,alternativerock,indierock,pop"
45vm,"rhymefest,undergroundhiphop,samplebased,summer,hiphop,ridiculous,chicago,sampledbased,chi-town,chitownsfinest"
4jcp,"indie,electronic,pop,french,dance,indiepop,phoenix,rock,alternative,funky"
4t74,"electronic,instrumental,indie,electronica,electro,dance,ratatat,indietronica,guitar,rock"
5f4j,"canadian,k-os,top40,hiphop,funk,kos,cant-con,pop,earworm"
5fwm,"classicrock,rock,70s,singer-songwriter,loureed,glamrock,alternative,newyork,classic,oldies"
5q52,"indie,alternative,singer-songwriter,indiepop,badlydrawnboy,happy,pop,acoustic,indierock,british"
63cw,"acoustic,indie,chillout,mellow,kingsofconvenience,indiepop,folk,norwegian,relaxing,alternative"
6fnn,"folk,indie,indiefolk,gypsy,balkan,alternative,beautiful,beirut,singer-songwriter,summer"
6k70,"hiphop,undergroundhiphop,rap,aesoprock,underground,defjux,chill,definitivejux,indie,newyork"
6ts0,"indie,indierock,alternative,rock,modestmouse,alternativerock,indiepop,happy,catchy,00s"
8anb,"indie,indierock,canadian,alternative,rock,epic,alternativerock,beautiful,arcadefire,awesome"
8fyp,"soul,60s,oldies,rhythmandblues,motown,otisredding,blues,malevocalists,mellow"
8smr,"edbanger,frenchtouch,house,frenchhouse,electronic,electro"
91z5,"indie,indiepop,summer,california,westcoast,jasonschwartzman,roadtripmusic,mellow,00s,singer-songwriter"
9726,"classicrock,rock,60s,rollingstones,bluesrock,guitar,m70rock,rockband,stones"
98wz,"indie,beautiful,soundtrack,alternative,sad,melancholy,folk,gypsy,littlemisssunshine,mellow"
9rbd,"country,cover,johnnycash,folk,singer-songwriter,acoustic,u2cover,rock,u2,guitar"
an3p,"hiphop,summer,slug-o,summervibes,inspirational,underground,relaxin,2011,summertracks,happy"
b1wn,"britpop,indie,alternative,90s,british,rock,blur"
b6t2,"electronic,post-rock,indie,krautrock,indierock"
be6z,"cover,bestcoverversion,mellow,favouritecover,me,coverongs,indierock"
bfyh,"indie,indierock,bandofhorses,beautiful,melancholy,rock,alternative,onetreehill,mellow,american"
bj2x,"indie,indierock,rock,alt-country,folk,alternative,chuck,gossipgirl,happy,claps"
c26m,"macbookair,newsoul,apple,femalevocalist,easy,indie,makesmesmile,hiphop,happy,yaelnaim"
c520,"indie,french,indiepop,pop,indierock,electronic,alternative,chill,sweet,rock"
c53c,"electronic,funk,electro,dance,electronica"
cr02,"electronic,indie,funky,alternative,dance,mgmt,psychedelic,electronica,sexy,party"
dqmq,"electronic,indie,dance,alternative,electro,synthpop,psychedelic,mgmt,pop,indietronica"
e1e5,"indie,tiamo,indiepop,alternative,rock,moonflowerlikes,awesome"
ec8e,"cover,indietronica,coverversion,jimmy,bestof2008-9,indieelectronica,oh-cover,cocktailsatsunset,excellentsong,mammagradio"
emqs,"indie,alternative,indierock,rock,alternativerock,psychedelic,experimental"
eq50,"hiphop,rap,underground,garage-hop"
gq27,"electronic,instrumental,electronica,ratatat,sexandroid,alternative,haunting,indie,newmusic,00s"
gywz,"femalevocalist,swedish,indiepop,electronic,pop,indie"
gz5r,"electronic,instrumental,indietronica,indie,danceablebeats,synth,electronica,bigbeat,mellow,alternative"
gzpz,"electronic,house,dance,electronica,electro"
hb6c,coverongs
hcr9,"dance,remix,electro,uplifting,electropop,tune,pop,piano,australian,funky"
hd6m,"electronic,indie,dance,electro,electropop,electronica,pop,femalevocalist,remixxx,newwave"
hnkf,"alternative,beck,alternativerock,rock,2008,indie,psychedelic,indierock,fun,00s"
hptp,cover
hs1h,"alternative,indie,beck,singer-songwriter,alternativerock,indierock,rock,2008,00s,bestof2008"
hs2v,
hv6n,"indie,experimental,femalevocalist,folk,freakfolk,alternative,newweirdamerica"
hx94,"indie,groovy,australian,hipsterrunoff,remixxx,yeah"
j17x,wonky
j29q,"electronic,indie,psychedelic,alternative,indiepop"
j2hh,"electronic,indie,alternative,femalevocalist,dub"
j34k,"electronic,electroclash,electropop,synthpop,electronica,electro"
j3d2,"electro,house,french"
j3n8,"rap,hiphop,chill,kidcudi,theprayer,mixtape,2008,niiiiiice,malevocalists,rocketshoesmixtapes"
j4k4,"electronic,electro,dance,canadian,electronica"
j6kn,"hiphop,femalevocalist,pop-hop,diplo,vocal,clubmisfits,free-hop,rhymes,femrap,remixes"
je9g,remixxx
jgex,"rock,indierock,alternative,indie,kingsofleon,alternativerock,sexy,southernrock,sexonfire,awesome"
jtsc,"dance,indie,remixes,alternative,8-bit,electro,dancedancedance,deathremix,electronica,surprisinglygood"
k47r,"folk,indie,folkrock,alt-country,campfire,singer-songwriter,acoustic,indiefolk,chill,1818"
kabk,"indie,pop,indiepop,sweet,cute,femalevocalist,ipod,electronic,happy,chairlift"
kgqy,"cover,whatacover,takecover,acoustic,coversongs"
kjm4,"nickandnorah,posh,gutestimme,melodymaker"
kkj9,"instrumental,disco"
kq1z,"electronic,electropop,indie,indietronica,synth,electro,dance,awesome,crankitup,yyeeeessssss"
kt7a,"indierock,malevocalists"
ma8d,"britishilike,favs4265,greatremix,summer,indiedance,radio,otherlevel,nixpartly,candidate,premium"
mqap,"indie,indiepop,happy,makesmesmile,upbeat,catchy,rock,fun,indierock,2009"
mrhv,"ethereal,downtempo,dreamy,minnesota,mesmerizing,shimmery,chillout,fluorescent,minneapolis,hypnotic"
mswq,"folk,indie,indierock,fleetfoxes,rock,indiefolk,beautiful,alternative,mellow,00s"
mtkg,"remix,prettyexcellentremix,electropop,thecitylife,chromeo,shitiadore,fun,walkmanmusic,verygood,mylifesoundtrack"
mxq0,"djbglastonbury2011,indiepop,folk,twee,narrative,acoustic,sweet,rock,quirky,indierock"
n5pa,"dance,electropop,indie,newrave,electronic,malevocal,fuckingbrilliant,upbeat,malevocalists,pop"
n6m3,"folk,indiefolk,indie,british,acoustic,banjo,bluegrass,catchy,2009,folkrock"
n8r6,"mashup,bootiemashup,dance,bootiemashupdj,bootie,mash-up,rap"
p6r0,"techno,electronic,remix,mind-melting,missingtoof,femalevocalist,swedish,atmosphere,avantgarde,experimental"
p8gq,"audioase,re-re-re-re-re-mixedsongs,epicness,2k9mix,-flyaway-"
p8k5,"indie,dance,electronic,riding-my-bike,fifa2010s,alternative,favbasslines,fotomotor-work,bestof2009,whitestboyalive"
pdpr,"electronic,happy,catchy,cheerful,uplifting,electronica,norwegian,chillout,r\xf6yksopp,awesome"
pe12,"indie,singer-songwriter,strings,bestof2009,machinery,rock,indierock,enigmatic,favourites,propersongs"
pg78,"re-re-re-re-re-mixedsongs,lollapalooza2009,remix,electronic"
ptrz,"electronic,chillout,norwegian,electronica,r\xf6yksopp,indie,trip-hop"
q3ke,"folk,singer-songwriter,indie,alt-country,indierock"
q66h,"indierock,indie,indiepop,00s,indie-rock,rock,alternative,vampireweekend,american,reggae"
q92d,"rap,hiphop,eminem"
qbbg,"acoustic,cover,folk,indie,rock,mellow,melancholy,chill,guitar,feelgood"
qc6a,"indie,electropop,electronic,electronica,miikesnow,pop,catchy,swedish,dance,alternative"
qdje,"folk,singer-songwriter,americana,alt-country,country,townesvanzandt,townes,acoustic,today,sixfeetunder"
qe9q,"remix,banger,taraaa,amazing,happyface,funky,betterthanoriginal,catchy"
qmdh,"electronic,dreamy,epic,french,ambient,indierock,electronica,electro,ethereal,bestof2009"
qp90,"indie,indiepop,french,electronic,dance,summer,catchy,indierock,pop,rock"
qp9f,"indie,beautiful,indierock,bestof2009,summer,folk,alternative,heartshivers,2009,dreamy"
qsy1,"mash-ups,mashup,house,rap,dance,dsdsds,hiphop,pop,mashups"
qxfq,"indie,electronic,synthpop,electro-pop,dance,2009,indiepop,electropop,electro,passionpit"
qymc,"audioase,cover,missyelliotcover"
r37c,"indie,percussion,rock,drums,indierock,2009,awesome,alternative,whiterabbits,00s"
r3xt,"mashup,weird,00s,hiphop"
r4gh,"indiepop,todorcicl,indie,electronic,indierock"
r65a,"canadian,hiphop,goodhiphop,shitisofficial,canadianhiphop,summer,heissescheibe,catchyasshit,illtrack,topquality"
r6j7,"remix,house,dance,snowboard,hiphop,rap,party,malevocalists,hypemachine,electronic"
r80g,"yesmeansno,dreamteam"
rb48,"epic,movie,childhood,nostalgia,melancholy"
rbgk,"indie,electronic,french,indiepop,electronica,electro,france,poprock,francais,alternative"
rh43,"house,progressivehouse,electronic,trance,chillout,catchyashell,deadmau5,zone,sunnydrive,funkyproghouse"
rhqc,"mfnw,folkrock,mashup,fuckembilly,bouncinaroundboombox,refixed,bestplayedloud,playitloud,hiphop,gotthatfeeling"
rhs4,"jay-z,hiphop,stateproperty"
rkfh,"electronic,indie,pop,catchy,fun,indietronica,party,happy,electropop,awesome"
rknb,"electronica,indietronica,japan,sofuckingcool,electrosexy,ultimatesexellence,completelyunique,electronic,experimental,00s"
rm01,"indie,french,indiepop,electronic,rock"
rmg6,"mashup,electronic,remix,hiphop,mash-up"
rp9h,"electronic,electropop,delicious,electro,house,downtempo,techno,disco,fav,electronica"
rram,sooooooooogoooooodddd
rtw7,"indie,electronic,indietronica,indiepop,electro,electropop,pop,femalevocals,indienasound,edit"
rxp3,"experimental,indie,indierock,rock,alternative"
ry1x,"funk,mybest,mellow,soulnetwork-co-uk,baby,soul,cocktailsatsunset,ss,american,psychedelicsoul"
s2er,"trumpets,hiphop,piano"
s486,"indie,french,catchy,dance,indiepop,indierock,alternative,electronic,pop,phoenix"
s8px,"electronic,newrave,british,electroclash,electronica,electropop"
saem,"partytime,mdv,nixpartly,indie,ohmy,nixvocalising,feelgoodsongs,partyambience,yacht,danceparty"
scx3,"electro,electronic,boysnoize,dance,electrohouse,gutelaune,german,party,nurave,ohfuck"
sg2z,"alternative,electronic"
sgnw,"hiphop,rap,electronic"
sh97,"leapsandleeloo,bout,electronic,dreamwave"
shb4,"electronic,alternative,electropop,pop,beautiful,silvia,swedish,indie,synth,chill"
shb9,"indie,electronic,electropop,verychill,pop,swedish,electronica,2009,00s,repeatrepeatrepeat"
sk35,"indie,pop,funky,vintage,funk,soul,blueskydays,2000s,summertime,oifm"
skyq,"electro,indiepop,dance,electronic,disco,checkoutagain,fun,highlybloggableelectro"
smgf,"indie,indietronica,indieelectronic,experimental,chillgroove,alternativereggaeton,yum,catchy,indierock,lifeiseasy"
smrx,"electronic,electropop,experimental,dance,pop"
smtq,"house,favouriteremixes,electro"
spgz,"transmusicales,electronica"
sphq,"indie,french,indiepop,electronic,rock"
spj8,"electronic,ambient,trance,house,dance,netlabel"
spja,"electronic,ambient,trance,house,dance,netlabel"
sps5,"indie,dreampop,sxsw2007,violin,cool,sxsw2007,sxswdiscovery"
sq3a,"ambient,postrock,instrumental,post-rock,newage,chancer,cool,mateuszbestsongseva,exogaze,sadandslow"
sq55,"hiphop,american,rap,pop,urban"
sqdg,"alternative,alternativerock,grunge,rock,90s"
sqjv,"chillout,downtempo,electronic,electronica,ambient,chilled,triphop,1999,goodstuff,triphop"
sqnx,"indierock,femalevocalist,2009,indie,rock,forkeeps"
sqpk,"electronic,topquality,disco,ionbradio,mind-blowingshit,electronica,electro,trippy,dance,gorgeousness"
sqqv,
sr4e,"mashup,chanting,revolutionary,rebel,party,freedom,irish,personal,thegenre,drinking"
sr4g,"mashup,angushouseparty,rebel,climbing,personal,electronic,hiphop,drinking,thegenre,mashups"
srm4,
ssda,"electronic,indie,club,zierkafasza,spain,dance,catchy,revoir,synthpop,poprock"
ssqz,"mashup,cjmilli,electronic"
ssy8,"taproomremix,clap"
ssza,aa
stqx,"indie,surfpop,summer,surf,california,indierock,indiepop,happy,surfrock,whistling"
sxxg,"fav,electronic,party"
symq,
syn4,"electronic,dance,electronica,electro,sunny,2009,universal,electro-melancholy,johnlegend"
syn9,"hiphop,mashup"
t5hf,"indie,alternative,femalevocalist,british,beautiful,epic,indiepop,rock,maurice,pop"
t5nj,"electronic,electro,swedish,electronica,2009,electropop,indietronica,powerful,house,bedroomdancing"
t624,"electro,electronic,dance,italian,indie"
t6a3,"electropop,electronic,synthpop,dance,indietronica,british,femalevocalist"
t6f6,groovy
t6pv,"pop,80s,dance,soul,funk"
t6xv,
t7gk,"mashup,electronic,remix,hiphop,mash-up"
t7ng,"hiphop,trip-hop,turntablism,electronica,funky,electronic,breaks,downtempo,undergroundhiphop,topquality"
t7pw,"bluesrock,funkrock,rock,malevocalist,fip,blues,soul,heavy,radionova,hardrock"
t8q4,"hiphop,rap,dc"
t97p,uswag
t9w2,"remix,undergroundhiphop,hiphop,fourtet,electronic,fourtetremixes,videogamesounds,radiophantomzone,cover"
t9ws,"piano,alternative,femalevocalist,pop,reginaspektor,singer-songwriter,indie,indiefolk,hypnotizing,musicalpoetry"
t9ww,"electronic,breakbeat,electro,breaks"
tb9n,"indietronica,electronic,indie,indierock,american,psychedelic,alternative,electronica,catchy,dance"
tbhd,
td31,"house,forlater,electrohouse,remix,electronic,electro"
tedp,"folk,indiefolk,indie,whistling,upbeat,happy,summer,alternative,epic,home"
tefc,"acoustic,chillout,indie,folk,pop-folk,2009,alternative,mellow,beautiful,norwegian"
tet1,"britpop,rock,indie,alternative,british"
texx,"addictive,bestof2009,bestsongever,epic,dizzy,delicious,reassuring,brilliant,lizvelrene2009,onthefloor"
tg8y,
tgsm,"acoustic,singer-songwriter,indie,acousticdreams,folk,kingsofconvenience,norwegian,bestof2009,beautifullyrics,folksydeliciousness"
tjvw,"hiphop,rap,chill,publicenemy,soundtrack,90s,newyork,oldschool,american,explicit"
tn1m,"relax,lo-fi,indie,keepthefate,rock,alternative,experimental"
tqc7,"chill,indie,remix,electronic,indiepop,acoustic,mellow,downtempo,norwegian,kingsofconvenience"
tqys,"greatremix,nudisco,electrodisco,awesomeremix,disco"
trt6,"electronic,indie,indiepop,mgmt:,rock,synthpop,indietronica,amerika,newyork,buenhumor"
trz4,"electronic,indie,alternative,dub,femalevocalist"
tvpf,"indierock,alternative,indie,julianplenti,ilike,post-punk,2009,amazing,stargateuniverse,interpol"
tw2n,"acoustic,indie,indiepop,mellow,folk,chillout,singer-songwriter,alternative,norwegian,beautiful"
tw6k,"soul,motown,60s,femalevocalist,oldies"
ty1e,"electronic,electrohouse,electro,acid"
ty42,"dup,dupstep,electronic"
tzvn,"happy,socute,indie,scottish,singer/songwriter,chamberpop"
v1rq,electronic
v1wz,"indie,french,indiepop,electronic,rock"
v434,"tofind,dreamy,indie,chillout,great,electronic,edit"
v4hg,greatcover
v4va,"fredfalke,fredfalkeremix,remix,animals,2009,party,bassguitar"
v55s,"amazingcover,acoustic,cover,greatcoverversion"
v678,"house,electrohouse,progressivehouse"
v81m,"rap,motivational,eminem,678-74-311-75,dirtysouth,hiphop,golephish,drake,djdumbass"
v9et,"masterpiece,thug-rap"
vaqp,"hiphop,rap,eastcoastrap,jay-z"
vb36,"hiphop,jay-z,bestof,chill,vintagekanyeproduction,winter,catchy,rap,catchybeat,stringsandhorns"
vbpt,indie
vbyy,"drumandbass,liquidfunk,awesome:o,effingawesome,highcontrast,good,u""drumnbass"",juicyremix"
vc74,"trippy,powerful,awesome"
vchz,me
vdqj,"femalevocalist,indie,indierock,british,pop,britrock,bestof2009,retro,soul,alternative"
veq4,"hiphop,rap,alternativerap,house"
vf8f,"3,mash-up"
vfb3,"yes,foda,lobhigio,yap,weedsmokersanthem,urban,acousticrhythmpiano,hiphop,yeah,prominentpercussion"
vhfh,"collaborations,00s,hiphop,pursuitofhappiness,mgmt"
vjep,"southernrock,alt-country,southern,indie,rock,hardrock,alternative,dbt,drive-bytruckers,americana"
vkef,"experimental,rap"
vm3w,"electronic,electro,french,dance,electronica"
vm5p,
vq91,enakgila
vxyr,"sunshine,fresh"
vz6m,"electropop,indie,electronic,swedish,pop,indiepop,electronica,chill,indietronica,electro"
w0mw,"electro,swedish"
w0s1,"electro,electronic,dance,italian,indie"
w0s9,"dj,mashup,indie,remix,sampling"
w0v7,"singer-songwriter,folk,pop,johnmayer,rock,indie,acoustic,malevocalists,chillout,poprock"
w1fs,"indie,pop,french,indiepop,indierock,rock,alternative,electronic,phoenix,alternativerock"
w2er,"hardcore,gabber,techno,hardcoretechno,rave"
w2xz,"cover,indie,downtempo,alternative,easy,mushy,sad,cool,england,experimental"
w4d2,"2010s,rel-mnth:2010s:november,sofunky,soul,montecarlonightss,neosoul,bbe"
w5r0,"electronic,electro,electroclash,electropop,edbanger,femalevocalist"
w6fn,"folk,visceral,transcending,freedom,liebling,littlelionman,epic,ansiedade,alternativerock,running"
w7d5,"indierock,indie,alternative,indiepop,pop,afropop,rock,2010s,american,00s"
w7mw,"mashup,rock,rap"
w912,
wbg3,"4,radiohead"
wc2b,"mashup,hiphouse,hous,rap"
wm2h,"remix,indie,alternative,chillgroove,2-step,electronica,indierock,00s,funky,folk"
wqxb,"femalevocalist,electronic,british,indie,indiepop,pop"
wr2a,"punk,australian,rock,aussie,indie,punkrock,post-punk,hardcore"
wr53,"house,progressivehouse,ohmondie,frenchhouse,greatmemories,tocheckout,favouriteremixes,favs4265,vertic,soulfulhouse"
wtk5,"zipcodes,00s"
wtpm,"wale,hiphop,flute,chill,bumpthisshit,rap,nice,talk,new"
wtrc,"hiphop,chillout,downtempo,trip-hop,electronic,instrumental,groovy,svegliadolce,abstracthiphop,turntablism"
wtrs,
x3p9,"acoustic,gossipgirlsoundtrack,nos3,cover,takecover,chiclete"
x834,
x9q8,"mediocresong-greatremix,badpianoplayer,redlight,skinny,femalesinger,redlightremix,blondewomen"
xbmh,"funk,soul,rock,indie,summer2011playlist,funkrock,carefree,strippertune,fullstops,sexy"
xfvr,"indie,french,indiepop,electronic,rock"
xfwv,"electronic,dance,house,electronica,techno"
xp2g,"mashup,electronic"
xprk,"progressiverock,rock,70s,classicrock,instrumental,psychedelic,experimental,yodeling,dutch,progressive"
xqjv,"indiepop,acoustic,indie,hypemachine,femalevocalist"
y0rf,"neo-psychedelia,alternativerap"
yj17,"indie,indierock,alt-country,rock,alternative"
yqkf,"animalkingdom,indie,canadian,2010s,psychedelicrock,shoegaze,alternative,magicfemalevoice,animals,warmveins"
yrgg,"dubstep,electronic,femalevocalist,remix,electronica,laroux,greatremix,synthpop,techno,u""drumnbass"""
ywmy,"classicrock,rock,psychedelic,thevelvetunderground,70s,proto-punk,mellow,60s,soundtrack"
yzkj,bestmemories
yzsk,"house,remix,dance,electronic,electro,electrohouse,ost,2k11,malevocalists,nba"
z40m,"sleeping,sleep"
z7wd,"folk,acoustic,singer-songwriter,swedish,indierock,lo-fi,mood:confident,terrifilicious,zum-durch-den-ikea-poebeln,nu-folk"
zbjg,"mashup,mashup,hiphop,rap"
zezy,"electronic,rap,hiphop,comedy,parody,mashup"
zfa7,"mashup,electronic,remix,hiphop,mash-up"
zh5d,"cover,sweetcover,live,atrociouscover"
zjt7,"psychedelicrock,rock,alternativerock,indierock,2010s,psychedelic,indie,garagerock,alternative,fuckyeah"
zk4s,"adversity,chill,ambition,city,women"
zrgm,"soul,neo-soul,2010s,indie,bestof2010s,pop,rhythmandblues,retro"
zwcs,"mashup,rusko,cockneythug"
zx98,"mashup,hiphop"
