mediaid,tags
veq4,"[u'hip hop', u'rap', u'alternative rap', u'house']"
vkef,"[u'experimental', u'rap']"
vfb3,"[u'yes', u'foda', u'lobhigio', u'yap', u'weed smokers anthem', u'urban', u'acoustic rhythm piano', u'hip hop', u'yeah', u'prominent percussion']"
vm3w,"[u'electronic', u'electro', u'french', u'dance', u'electronica']"
yrgg,"[u'dubstep', u'electronic', u'female vocalist', u'remix', u'electronica', u'la roux', u'great remix', u'synthpop', u'techno', u""drum'n'bass""]"
t5nj,"[u'electronic', u'electro', u'swedish', u'electronica', u'2009', u'electropop', u'indietronica', u'powerful', u'house', u'bedroom dancing']"
vbyy,"[u'drum and bass', u'liquid funk', u'awesome :o', u'effing awesome', u'high contrast', u'good', u""drum'n'bass"", u'juicy remix']"
vbpt,[u'indie']
w1fs,"[u'indie', u'pop', u'french', u'indie pop', u'indie rock', u'rock', u'alternative', u'electronic', u'phoenix', u'alternative rock']"
tn1m,[]
c53c,"[u'electronic', u'funk', u'electro', u'dance', u'electronica']"
r3xt,[]
w0s9,"[u'dj', u'mash up', u'indie', u'remix', u'sampling']"
rhqc,"[u'mfnw', u'folk rock', u'mashup', u'fuck em billy', u'bouncin around boombox', u'refixed', u'best played loud', u'play it loud', u'hip hop', u'got that feeling']"
qmdh,"[u'electronic', u'dreamy', u'epic', u'french', u'ambient', u'indie rock', u'electronica', u'electro', u'ethereal', u'best of 2009']"
vz6m,"[u'electropop', u'indie', u'electronic', u'swedish', u'pop', u'indie pop', u'electronica', u'chill', u'indietronica', u'electro']"
smgf,"[u'indie', u'indietronica', u'indie electronic', u'experimental', u'chill groove', u'alternative reggaeton', u'yum', u'catchy', u'indie rock', u'life is easy']"
v678,"[u'house', u'electro house', u'progressive house']"
3m88,"[u'indie', u'indie pop', u'swedish', u'pop', u'alternative', u'happy', u'whistling', u'indie rock', u'summer', u'chillout']"
w0s1,"[u'electro', u'electronic', u'dance', u'italian', u'indie']"
w0v7,"[u'singer-songwriter', u'folk', u'pop', u'john mayer', u'rock', u'indie', u'acoustic', u'male vocalists', u'chillout', u'pop rock']"
w0mw,"[u'electro', u'swedish']"
vxyr,"[u'sunshine', u'fresh']"
vm5p,[]
r80g,"[u'yes means no', u'dream team']"
vf8f,"[u'3', u'mash-up']"
vq91,[u'enak gila']
vaqp,"[u'hip hop', u'rap', u'east coast rap', u'jay-z']"
9rbd,"[u'country', u'cover', u'johnny cash', u'folk', u'singer-songwriter', u'acoustic', u'u2 cover', u'rock', u'u2', u'guitar']"
bfyh,[]
gq27,"[u'electronic', u'instrumental', u'electronica', u'ratatat', u'sex android', u'alternative', u'haunting', u'indie', u'new music', u'00s']"
qbbg,"[u'acoustic', u'cover', u'folk', u'indie', u'rock', u'mellow', u'melancholy', u'chill', u'guitar', u'feel good']"
vb36,"[u'hip hop', u'jay-z', u'best of', u'chill', u'vintage kanye production', u'winter', u'catchy', u'rap', u'catchy beat', u'strings and horns']"
r6j7,"[u'remix', u'house', u'dance', u'snowboard', u'hip hop', u'rap', u'party', u'male vocalists', u'hypemachine', u'electronic']"
trt6,[]
p8gq,[]
q92d,[]
t624,[]
